C0 (10266 genes)	C1 (10322 genes)
TRINITY_DN105739_c0_g1	TRINITY_DN107958_c0_g1
TRINITY_DN105740_c0_g1	TRINITY_DN107959_c0_g1
TRINITY_DN105743_c0_g1	TRINITY_DN107964_c0_g1
TRINITY_DN105745_c0_g1	TRINITY_DN107972_c0_g1
TRINITY_DN105748_c0_g1	TRINITY_DN107983_c0_g1
TRINITY_DN105749_c0_g1	TRINITY_DN107988_c0_g1
TRINITY_DN105762_c0_g1	TRINITY_DN107994_c0_g1
TRINITY_DN105781_c0_g1	TRINITY_DN107998_c0_g1
TRINITY_DN105782_c0_g1	TRINITY_DN107_c3_g1
TRINITY_DN105784_c0_g1	TRINITY_DN108007_c0_g1
TRINITY_DN105792_c0_g1	TRINITY_DN108013_c0_g1
TRINITY_DN105835_c0_g1	TRINITY_DN108014_c0_g1
TRINITY_DN105841_c0_g1	TRINITY_DN108018_c0_g1
TRINITY_DN105848_c0_g1	TRINITY_DN108040_c0_g1
TRINITY_DN105850_c0_g1	TRINITY_DN108042_c0_g1
TRINITY_DN105851_c0_g1	TRINITY_DN108043_c0_g1
TRINITY_DN105852_c0_g1	TRINITY_DN108044_c0_g1
TRINITY_DN105864_c0_g1	TRINITY_DN108047_c0_g1
TRINITY_DN105870_c0_g1	TRINITY_DN108065_c0_g1
TRINITY_DN105872_c0_g1	TRINITY_DN108068_c0_g1
TRINITY_DN105950_c0_g1	TRINITY_DN108071_c0_g1
TRINITY_DN105983_c0_g1	TRINITY_DN108076_c0_g1
TRINITY_DN105988_c0_g1	TRINITY_DN108077_c0_g1
TRINITY_DN106151_c0_g1	TRINITY_DN108080_c0_g1
TRINITY_DN106169_c0_g1	TRINITY_DN108090_c0_g1
TRINITY_DN106232_c0_g1	TRINITY_DN108093_c0_g1
TRINITY_DN106246_c0_g1	TRINITY_DN108120_c0_g1
TRINITY_DN106247_c0_g1	TRINITY_DN108121_c0_g1
TRINITY_DN106251_c0_g1	TRINITY_DN108129_c0_g1
TRINITY_DN106265_c0_g1	TRINITY_DN108131_c0_g1
TRINITY_DN106297_c0_g1	TRINITY_DN108136_c0_g1
TRINITY_DN106335_c0_g1	TRINITY_DN108151_c0_g1
TRINITY_DN10682_c0_g1	TRINITY_DN108152_c0_g1
TRINITY_DN107032_c0_g1	TRINITY_DN10815_c0_g2
TRINITY_DN107261_c0_g1	TRINITY_DN108173_c0_g1
TRINITY_DN107310_c0_g1	TRINITY_DN108194_c0_g1
TRINITY_DN107379_c0_g1	TRINITY_DN108198_c0_g1
TRINITY_DN107444_c0_g1	TRINITY_DN108217_c0_g1
TRINITY_DN107545_c0_g1	TRINITY_DN108222_c0_g1
TRINITY_DN108025_c0_g1	TRINITY_DN108227_c0_g1
TRINITY_DN108051_c0_g1	TRINITY_DN108228_c0_g1
TRINITY_DN108213_c0_g1	TRINITY_DN108241_c0_g1
TRINITY_DN108431_c0_g1	TRINITY_DN108250_c0_g1
TRINITY_DN108539_c0_g1	TRINITY_DN108257_c0_g1
TRINITY_DN108783_c0_g1	TRINITY_DN10825_c1_g1
TRINITY_DN10887_c0_g3	TRINITY_DN108275_c0_g1
TRINITY_DN108921_c0_g1	TRINITY_DN108282_c0_g1
TRINITY_DN109170_c0_g1	TRINITY_DN108284_c0_g1
TRINITY_DN109178_c0_g1	TRINITY_DN108288_c0_g1
TRINITY_DN109281_c0_g1	TRINITY_DN108291_c0_g1
TRINITY_DN109362_c0_g1	TRINITY_DN108296_c0_g1
TRINITY_DN109378_c0_g1	TRINITY_DN108307_c0_g1
TRINITY_DN109385_c0_g1	TRINITY_DN108319_c0_g1
TRINITY_DN109410_c0_g1	TRINITY_DN108333_c0_g1
TRINITY_DN109431_c0_g1	TRINITY_DN108346_c0_g1
TRINITY_DN109447_c0_g1	TRINITY_DN108364_c0_g1
TRINITY_DN109461_c0_g1	TRINITY_DN108368_c0_g1
TRINITY_DN109497_c0_g1	TRINITY_DN108381_c0_g1
TRINITY_DN109498_c0_g1	TRINITY_DN108382_c0_g1
TRINITY_DN109521_c0_g1	TRINITY_DN108384_c0_g1
TRINITY_DN109545_c0_g1	TRINITY_DN108394_c0_g1
TRINITY_DN109601_c0_g1	TRINITY_DN108404_c0_g1
TRINITY_DN109621_c0_g1	TRINITY_DN108409_c0_g1
TRINITY_DN109685_c0_g1	TRINITY_DN108411_c0_g1
TRINITY_DN109697_c0_g1	TRINITY_DN108415_c0_g1
TRINITY_DN109714_c0_g1	TRINITY_DN108416_c0_g1
TRINITY_DN109734_c0_g1	TRINITY_DN108425_c0_g1
TRINITY_DN109764_c0_g1	TRINITY_DN108448_c0_g1
TRINITY_DN109777_c0_g1	TRINITY_DN108457_c0_g1
TRINITY_DN109778_c0_g1	TRINITY_DN108458_c0_g1
TRINITY_DN109791_c0_g1	TRINITY_DN108459_c0_g1
TRINITY_DN109805_c0_g1	TRINITY_DN108461_c0_g1
TRINITY_DN109844_c0_g1	TRINITY_DN108466_c0_g1
TRINITY_DN109857_c0_g1	TRINITY_DN108469_c0_g1
TRINITY_DN109953_c0_g1	TRINITY_DN108474_c0_g1
TRINITY_DN109958_c0_g1	TRINITY_DN108479_c0_g1
TRINITY_DN109959_c0_g1	TRINITY_DN108485_c0_g1
TRINITY_DN109965_c0_g1	TRINITY_DN108491_c0_g1
TRINITY_DN109967_c0_g1	TRINITY_DN108494_c0_g1
TRINITY_DN109979_c0_g1	TRINITY_DN108498_c0_g1
TRINITY_DN110032_c0_g1	TRINITY_DN108503_c0_g1
TRINITY_DN110035_c0_g1	TRINITY_DN108504_c0_g1
TRINITY_DN110053_c0_g1	TRINITY_DN108508_c0_g1
TRINITY_DN110071_c0_g1	TRINITY_DN108511_c0_g1
TRINITY_DN110088_c0_g1	TRINITY_DN108517_c0_g1
TRINITY_DN110105_c0_g1	TRINITY_DN108526_c0_g1
TRINITY_DN110121_c0_g1	TRINITY_DN108535_c0_g1
TRINITY_DN110124_c0_g1	TRINITY_DN108537_c0_g1
TRINITY_DN110138_c0_g1	TRINITY_DN108542_c0_g1
TRINITY_DN110167_c0_g1	TRINITY_DN10854_c1_g1
TRINITY_DN110172_c0_g1	TRINITY_DN108559_c0_g1
TRINITY_DN110266_c0_g1	TRINITY_DN108561_c0_g1
TRINITY_DN110329_c0_g1	TRINITY_DN108564_c0_g1
TRINITY_DN110355_c0_g1	TRINITY_DN108572_c0_g1
TRINITY_DN110372_c0_g1	TRINITY_DN108575_c0_g1
TRINITY_DN110425_c0_g1	TRINITY_DN108578_c0_g1
TRINITY_DN110442_c0_g1	TRINITY_DN108582_c0_g1
TRINITY_DN110444_c0_g1	TRINITY_DN108583_c0_g1
TRINITY_DN110452_c0_g1	TRINITY_DN108588_c0_g1
TRINITY_DN110479_c0_g1	TRINITY_DN108598_c0_g1
TRINITY_DN110508_c0_g1	TRINITY_DN108599_c0_g1
TRINITY_DN110561_c0_g1	TRINITY_DN108612_c0_g1
TRINITY_DN110575_c0_g1	TRINITY_DN108634_c0_g1
TRINITY_DN110577_c0_g1	TRINITY_DN108638_c0_g1
TRINITY_DN110598_c0_g1	TRINITY_DN108662_c0_g1
TRINITY_DN110666_c0_g1	TRINITY_DN108664_c0_g1
TRINITY_DN110694_c0_g1	TRINITY_DN108665_c0_g1
TRINITY_DN110727_c0_g1	TRINITY_DN108672_c0_g1
TRINITY_DN110807_c0_g1	TRINITY_DN108675_c0_g1
TRINITY_DN110820_c0_g1	TRINITY_DN108677_c0_g1
TRINITY_DN110834_c0_g1	TRINITY_DN108682_c0_g1
TRINITY_DN110879_c0_g1	TRINITY_DN108683_c0_g1
TRINITY_DN110889_c0_g1	TRINITY_DN108688_c1_g1
TRINITY_DN110893_c0_g1	TRINITY_DN108700_c0_g1
TRINITY_DN110894_c0_g1	TRINITY_DN108701_c0_g1
TRINITY_DN110895_c0_g1	TRINITY_DN108713_c0_g1
TRINITY_DN110906_c0_g1	TRINITY_DN108714_c0_g1
TRINITY_DN110919_c0_g1	TRINITY_DN108717_c0_g1
TRINITY_DN110949_c0_g1	TRINITY_DN108718_c0_g1
TRINITY_DN110971_c0_g1	TRINITY_DN108720_c0_g1
TRINITY_DN11097_c2_g1	TRINITY_DN108734_c0_g1
TRINITY_DN111009_c0_g1	TRINITY_DN108736_c0_g1
TRINITY_DN111027_c0_g1	TRINITY_DN108745_c0_g1
TRINITY_DN111033_c0_g1	TRINITY_DN108756_c0_g1
TRINITY_DN111038_c0_g1	TRINITY_DN108758_c0_g1
TRINITY_DN111058_c0_g1	TRINITY_DN108759_c0_g1
TRINITY_DN111094_c0_g1	TRINITY_DN108767_c0_g1
TRINITY_DN111114_c0_g1	TRINITY_DN108779_c0_g1
TRINITY_DN111116_c0_g1	TRINITY_DN108791_c0_g1
TRINITY_DN111120_c0_g1	TRINITY_DN108792_c0_g1
TRINITY_DN111142_c0_g1	TRINITY_DN108807_c0_g1
TRINITY_DN111180_c0_g1	TRINITY_DN108817_c0_g1
TRINITY_DN111236_c0_g1	TRINITY_DN108819_c0_g1
TRINITY_DN111242_c0_g1	TRINITY_DN108822_c0_g1
TRINITY_DN111262_c0_g1	TRINITY_DN108827_c0_g1
TRINITY_DN111263_c0_g1	TRINITY_DN108829_c0_g1
TRINITY_DN111269_c0_g1	TRINITY_DN10882_c2_g1
TRINITY_DN111381_c0_g1	TRINITY_DN108830_c0_g1
TRINITY_DN111410_c0_g1	TRINITY_DN108832_c0_g1
TRINITY_DN111417_c0_g1	TRINITY_DN108841_c0_g1
TRINITY_DN111434_c0_g1	TRINITY_DN108842_c0_g1
TRINITY_DN111551_c0_g1	TRINITY_DN108845_c0_g1
TRINITY_DN111554_c0_g1	TRINITY_DN108848_c0_g1
TRINITY_DN111560_c0_g1	TRINITY_DN108852_c0_g1
TRINITY_DN111569_c0_g1	TRINITY_DN108855_c0_g1
TRINITY_DN111580_c0_g1	TRINITY_DN108872_c0_g1
TRINITY_DN111592_c0_g1	TRINITY_DN108885_c0_g1
TRINITY_DN111625_c0_g1	TRINITY_DN108890_c0_g1
TRINITY_DN111629_c0_g1	TRINITY_DN108896_c0_g1
TRINITY_DN111644_c0_g1	TRINITY_DN108903_c0_g1
TRINITY_DN111671_c0_g1	TRINITY_DN108906_c0_g1
TRINITY_DN111682_c0_g1	TRINITY_DN108918_c0_g1
TRINITY_DN111686_c0_g1	TRINITY_DN108925_c0_g1
TRINITY_DN111702_c0_g1	TRINITY_DN108930_c0_g1
TRINITY_DN111708_c0_g1	TRINITY_DN108933_c0_g1
TRINITY_DN111713_c0_g1	TRINITY_DN108940_c0_g1
TRINITY_DN111725_c0_g1	TRINITY_DN108942_c0_g1
TRINITY_DN111727_c0_g1	TRINITY_DN108943_c0_g1
TRINITY_DN111732_c0_g1	TRINITY_DN108947_c0_g1
TRINITY_DN111734_c0_g1	TRINITY_DN108958_c0_g1
TRINITY_DN111745_c0_g1	TRINITY_DN108965_c0_g1
TRINITY_DN111756_c0_g1	TRINITY_DN108967_c0_g1
TRINITY_DN111761_c0_g1	TRINITY_DN108970_c0_g1
TRINITY_DN111763_c0_g1	TRINITY_DN108977_c0_g1
TRINITY_DN111777_c0_g1	TRINITY_DN108978_c0_g1
TRINITY_DN111779_c0_g1	TRINITY_DN108979_c0_g1
TRINITY_DN111780_c0_g1	TRINITY_DN108980_c0_g1
TRINITY_DN111793_c0_g1	TRINITY_DN10898_c1_g2
TRINITY_DN111799_c0_g1	TRINITY_DN108991_c0_g1
TRINITY_DN111801_c0_g1	TRINITY_DN108998_c0_g1
TRINITY_DN111812_c0_g1	TRINITY_DN108999_c0_g1
TRINITY_DN111819_c0_g1	TRINITY_DN109002_c0_g1
TRINITY_DN111820_c0_g1	TRINITY_DN109005_c0_g1
TRINITY_DN111825_c0_g1	TRINITY_DN109010_c0_g1
TRINITY_DN111827_c0_g1	TRINITY_DN109025_c0_g1
TRINITY_DN111831_c0_g1	TRINITY_DN109040_c0_g1
TRINITY_DN111834_c0_g1	TRINITY_DN109045_c0_g1
TRINITY_DN111847_c0_g1	TRINITY_DN109054_c0_g1
TRINITY_DN111848_c0_g1	TRINITY_DN109056_c0_g1
TRINITY_DN111849_c0_g1	TRINITY_DN109057_c0_g1
TRINITY_DN111859_c0_g1	TRINITY_DN109059_c0_g1
TRINITY_DN111869_c0_g1	TRINITY_DN109060_c0_g1
TRINITY_DN111875_c0_g1	TRINITY_DN109063_c0_g1
TRINITY_DN111888_c0_g1	TRINITY_DN109065_c0_g1
TRINITY_DN111894_c0_g1	TRINITY_DN109077_c0_g1
TRINITY_DN111895_c0_g1	TRINITY_DN109086_c0_g1
TRINITY_DN111898_c0_g1	TRINITY_DN109092_c0_g1
TRINITY_DN111903_c0_g1	TRINITY_DN109098_c0_g1
TRINITY_DN111909_c0_g1	TRINITY_DN109100_c0_g1
TRINITY_DN111911_c0_g1	TRINITY_DN109103_c0_g1
TRINITY_DN111916_c0_g1	TRINITY_DN109104_c0_g1
TRINITY_DN111921_c0_g1	TRINITY_DN109110_c0_g1
TRINITY_DN111924_c0_g1	TRINITY_DN109111_c0_g1
TRINITY_DN111932_c0_g1	TRINITY_DN109117_c0_g1
TRINITY_DN111943_c0_g1	TRINITY_DN109123_c0_g1
TRINITY_DN111945_c0_g1	TRINITY_DN109132_c0_g1
TRINITY_DN111956_c0_g1	TRINITY_DN109143_c0_g1
TRINITY_DN111963_c0_g1	TRINITY_DN109144_c0_g1
TRINITY_DN111969_c0_g1	TRINITY_DN109155_c0_g1
TRINITY_DN111970_c0_g1	TRINITY_DN109157_c0_g1
TRINITY_DN111975_c0_g1	TRINITY_DN109162_c0_g1
TRINITY_DN111978_c0_g1	TRINITY_DN109212_c0_g1
TRINITY_DN111979_c0_g1	TRINITY_DN109219_c0_g1
TRINITY_DN111986_c0_g1	TRINITY_DN109238_c0_g1
TRINITY_DN111988_c0_g1	TRINITY_DN109250_c0_g1
TRINITY_DN111993_c0_g1	TRINITY_DN109259_c0_g1
TRINITY_DN112010_c0_g1	TRINITY_DN109271_c0_g1
TRINITY_DN112017_c0_g1	TRINITY_DN109293_c0_g1
TRINITY_DN112025_c0_g1	TRINITY_DN109294_c0_g1
TRINITY_DN112032_c0_g1	TRINITY_DN10931_c0_g4
TRINITY_DN112037_c0_g1	TRINITY_DN109326_c0_g1
TRINITY_DN112047_c0_g1	TRINITY_DN109341_c0_g1
TRINITY_DN112048_c0_g1	TRINITY_DN109343_c0_g1
TRINITY_DN112060_c0_g1	TRINITY_DN109366_c0_g1
TRINITY_DN112063_c0_g1	TRINITY_DN109373_c0_g1
TRINITY_DN112072_c0_g1	TRINITY_DN109377_c0_g1
TRINITY_DN112075_c0_g1	TRINITY_DN109380_c0_g1
TRINITY_DN112076_c0_g1	TRINITY_DN109382_c0_g1
TRINITY_DN112079_c0_g1	TRINITY_DN10938_c0_g2
TRINITY_DN112087_c0_g1	TRINITY_DN109397_c0_g1
TRINITY_DN112093_c0_g1	TRINITY_DN109398_c0_g1
TRINITY_DN112103_c0_g1	TRINITY_DN109406_c0_g1
TRINITY_DN112107_c0_g1	TRINITY_DN109407_c0_g1
TRINITY_DN112117_c0_g1	TRINITY_DN109416_c0_g1
TRINITY_DN112120_c0_g1	TRINITY_DN109426_c0_g1
TRINITY_DN112126_c0_g1	TRINITY_DN109429_c0_g1
TRINITY_DN112130_c0_g1	TRINITY_DN109433_c0_g1
TRINITY_DN112131_c0_g1	TRINITY_DN109448_c0_g1
TRINITY_DN112138_c0_g1	TRINITY_DN109451_c0_g1
TRINITY_DN112140_c0_g1	TRINITY_DN109453_c0_g1
TRINITY_DN112148_c0_g1	TRINITY_DN109463_c0_g1
TRINITY_DN112150_c0_g1	TRINITY_DN109469_c0_g1
TRINITY_DN112151_c0_g1	TRINITY_DN109472_c0_g1
TRINITY_DN112159_c0_g1	TRINITY_DN109486_c0_g1
TRINITY_DN112170_c0_g1	TRINITY_DN109506_c0_g1
TRINITY_DN112172_c0_g1	TRINITY_DN109513_c0_g1
TRINITY_DN112174_c0_g1	TRINITY_DN109622_c0_g1
TRINITY_DN112176_c0_g1	TRINITY_DN109625_c0_g1
TRINITY_DN112180_c0_g1	TRINITY_DN109695_c0_g1
TRINITY_DN112189_c0_g1	TRINITY_DN109707_c0_g1
TRINITY_DN112191_c0_g1	TRINITY_DN109814_c0_g1
TRINITY_DN112192_c0_g1	TRINITY_DN109821_c0_g1
TRINITY_DN112198_c0_g1	TRINITY_DN109879_c0_g1
TRINITY_DN112204_c0_g1	TRINITY_DN109884_c0_g1
TRINITY_DN112218_c0_g1	TRINITY_DN109897_c0_g1
TRINITY_DN112222_c0_g1	TRINITY_DN109899_c0_g1
TRINITY_DN112245_c0_g1	TRINITY_DN109904_c0_g1
TRINITY_DN112247_c0_g1	TRINITY_DN109916_c0_g1
TRINITY_DN112254_c0_g1	TRINITY_DN109924_c0_g1
TRINITY_DN112255_c0_g1	TRINITY_DN109926_c0_g1
TRINITY_DN112256_c0_g1	TRINITY_DN109931_c0_g1
TRINITY_DN112264_c0_g1	TRINITY_DN109935_c0_g1
TRINITY_DN112291_c0_g1	TRINITY_DN109938_c0_g1
TRINITY_DN112293_c0_g1	TRINITY_DN109940_c0_g1
TRINITY_DN112296_c0_g1	TRINITY_DN109950_c0_g1
TRINITY_DN112297_c0_g1	TRINITY_DN109951_c0_g1
TRINITY_DN112305_c0_g1	TRINITY_DN109968_c0_g1
TRINITY_DN112307_c0_g1	TRINITY_DN109992_c0_g1
TRINITY_DN112311_c0_g1	TRINITY_DN109999_c0_g1
TRINITY_DN112316_c0_g1	TRINITY_DN110004_c0_g1
TRINITY_DN112319_c0_g1	TRINITY_DN110005_c0_g1
TRINITY_DN112328_c0_g1	TRINITY_DN110018_c0_g1
TRINITY_DN112329_c0_g1	TRINITY_DN110021_c0_g1
TRINITY_DN112330_c0_g1	TRINITY_DN110023_c0_g1
TRINITY_DN112366_c0_g1	TRINITY_DN110031_c0_g1
TRINITY_DN112393_c0_g1	TRINITY_DN110039_c0_g1
TRINITY_DN112400_c0_g1	TRINITY_DN110041_c0_g1
TRINITY_DN112402_c0_g1	TRINITY_DN110042_c0_g1
TRINITY_DN112403_c0_g1	TRINITY_DN110048_c0_g1
TRINITY_DN112404_c0_g1	TRINITY_DN110070_c0_g1
TRINITY_DN112405_c0_g1	TRINITY_DN110079_c0_g1
TRINITY_DN112411_c0_g1	TRINITY_DN110081_c0_g1
TRINITY_DN112417_c0_g1	TRINITY_DN110083_c0_g1
TRINITY_DN112430_c0_g1	TRINITY_DN110092_c0_g1
TRINITY_DN112432_c0_g1	TRINITY_DN110093_c0_g1
TRINITY_DN112435_c0_g1	TRINITY_DN110099_c0_g1
TRINITY_DN112438_c0_g1	TRINITY_DN110118_c0_g1
TRINITY_DN112441_c0_g1	TRINITY_DN110119_c0_g1
TRINITY_DN112446_c0_g1	TRINITY_DN110122_c0_g1
TRINITY_DN112461_c0_g1	TRINITY_DN110123_c0_g1
TRINITY_DN112464_c0_g1	TRINITY_DN11013_c0_g2
TRINITY_DN112467_c0_g1	TRINITY_DN110157_c0_g1
TRINITY_DN112469_c0_g1	TRINITY_DN110163_c0_g1
TRINITY_DN112476_c0_g1	TRINITY_DN110166_c0_g1
TRINITY_DN112478_c0_g1	TRINITY_DN110169_c0_g1
TRINITY_DN112484_c0_g1	TRINITY_DN110171_c0_g1
TRINITY_DN112486_c0_g1	TRINITY_DN110175_c0_g1
TRINITY_DN112497_c0_g1	TRINITY_DN110202_c0_g1
TRINITY_DN112509_c0_g1	TRINITY_DN110451_c0_g1
TRINITY_DN112511_c0_g1	TRINITY_DN110466_c0_g1
TRINITY_DN112513_c0_g1	TRINITY_DN110494_c0_g1
TRINITY_DN112522_c0_g1	TRINITY_DN110605_c0_g1
TRINITY_DN112526_c0_g1	TRINITY_DN110720_c0_g1
TRINITY_DN112527_c0_g1	TRINITY_DN110938_c0_g1
TRINITY_DN11252_c0_g2	TRINITY_DN11097_c0_g4
TRINITY_DN112559_c0_g1	TRINITY_DN111211_c0_g1
TRINITY_DN11256_c0_g2	TRINITY_DN111223_c0_g1
TRINITY_DN11256_c1_g1	TRINITY_DN111254_c0_g1
TRINITY_DN112578_c0_g1	TRINITY_DN111313_c0_g1
TRINITY_DN112592_c0_g1	TRINITY_DN111334_c0_g1
TRINITY_DN112595_c0_g1	TRINITY_DN111340_c0_g1
TRINITY_DN112596_c0_g1	TRINITY_DN111341_c0_g1
TRINITY_DN112601_c0_g1	TRINITY_DN111349_c0_g1
TRINITY_DN112612_c0_g1	TRINITY_DN111366_c0_g1
TRINITY_DN112621_c0_g1	TRINITY_DN111375_c0_g1
TRINITY_DN112625_c0_g1	TRINITY_DN111499_c0_g1
TRINITY_DN112626_c0_g1	TRINITY_DN111617_c0_g1
TRINITY_DN112636_c0_g1	TRINITY_DN11164_c0_g5
TRINITY_DN112638_c0_g1	TRINITY_DN111983_c0_g1
TRINITY_DN112646_c0_g1	TRINITY_DN112275_c0_g1
TRINITY_DN112651_c0_g1	TRINITY_DN112312_c0_g1
TRINITY_DN112653_c0_g1	TRINITY_DN112317_c0_g1
TRINITY_DN112663_c0_g1	TRINITY_DN112320_c0_g1
TRINITY_DN112666_c0_g1	TRINITY_DN112334_c0_g1
TRINITY_DN112678_c0_g1	TRINITY_DN112338_c0_g1
TRINITY_DN112680_c0_g1	TRINITY_DN112341_c0_g1
TRINITY_DN112712_c0_g1	TRINITY_DN112343_c0_g1
TRINITY_DN112742_c0_g1	TRINITY_DN112346_c0_g1
TRINITY_DN112748_c0_g1	TRINITY_DN112348_c0_g1
TRINITY_DN11274_c4_g1	TRINITY_DN112398_c0_g1
TRINITY_DN112750_c0_g1	TRINITY_DN112408_c0_g1
TRINITY_DN112754_c0_g1	TRINITY_DN112419_c0_g1
TRINITY_DN112755_c0_g1	TRINITY_DN112436_c0_g1
TRINITY_DN112786_c0_g1	TRINITY_DN112465_c0_g1
TRINITY_DN112803_c0_g1	TRINITY_DN112489_c0_g1
TRINITY_DN112804_c1_g1	TRINITY_DN112512_c0_g1
TRINITY_DN112813_c0_g1	TRINITY_DN112514_c0_g1
TRINITY_DN112821_c0_g1	TRINITY_DN112533_c0_g1
TRINITY_DN112823_c0_g1	TRINITY_DN112539_c0_g1
TRINITY_DN112836_c0_g1	TRINITY_DN112580_c0_g1
TRINITY_DN112867_c0_g1	TRINITY_DN112581_c0_g1
TRINITY_DN112877_c0_g1	TRINITY_DN112589_c0_g1
TRINITY_DN112881_c0_g1	TRINITY_DN112590_c0_g1
TRINITY_DN112891_c0_g1	TRINITY_DN112593_c0_g1
TRINITY_DN112901_c0_g1	TRINITY_DN112640_c0_g1
TRINITY_DN112903_c0_g1	TRINITY_DN112665_c0_g1
TRINITY_DN112909_c0_g1	TRINITY_DN112668_c0_g1
TRINITY_DN112918_c0_g1	TRINITY_DN112674_c0_g1
TRINITY_DN112939_c0_g1	TRINITY_DN112684_c0_g1
TRINITY_DN112948_c0_g1	TRINITY_DN112685_c0_g1
TRINITY_DN112951_c0_g1	TRINITY_DN112689_c0_g1
TRINITY_DN112957_c0_g1	TRINITY_DN112691_c0_g1
TRINITY_DN112973_c0_g1	TRINITY_DN112692_c0_g1
TRINITY_DN113020_c0_g1	TRINITY_DN112695_c0_g1
TRINITY_DN113022_c0_g1	TRINITY_DN112697_c0_g1
TRINITY_DN113024_c0_g1	TRINITY_DN112699_c0_g1
TRINITY_DN113030_c0_g1	TRINITY_DN112704_c0_g1
TRINITY_DN113033_c0_g1	TRINITY_DN112705_c0_g1
TRINITY_DN113053_c0_g1	TRINITY_DN112706_c0_g1
TRINITY_DN113081_c0_g1	TRINITY_DN112708_c0_g1
TRINITY_DN113086_c0_g1	TRINITY_DN112711_c0_g1
TRINITY_DN113092_c0_g1	TRINITY_DN112719_c0_g1
TRINITY_DN113106_c0_g1	TRINITY_DN112721_c0_g1
TRINITY_DN113109_c0_g1	TRINITY_DN112723_c0_g1
TRINITY_DN113129_c0_g1	TRINITY_DN112737_c0_g1
TRINITY_DN113131_c0_g1	TRINITY_DN112738_c0_g1
TRINITY_DN113136_c0_g1	TRINITY_DN112741_c0_g1
TRINITY_DN113144_c0_g1	TRINITY_DN112761_c0_g1
TRINITY_DN113148_c0_g1	TRINITY_DN112762_c0_g1
TRINITY_DN113158_c0_g1	TRINITY_DN112763_c0_g1
TRINITY_DN113164_c0_g1	TRINITY_DN112765_c0_g1
TRINITY_DN113166_c0_g1	TRINITY_DN112779_c0_g1
TRINITY_DN113173_c0_g1	TRINITY_DN112797_c0_g1
TRINITY_DN113176_c0_g1	TRINITY_DN112799_c0_g1
TRINITY_DN113181_c0_g1	TRINITY_DN112807_c0_g1
TRINITY_DN113193_c0_g1	TRINITY_DN112809_c0_g1
TRINITY_DN113199_c0_g1	TRINITY_DN112814_c0_g1
TRINITY_DN113203_c0_g1	TRINITY_DN112820_c0_g1
TRINITY_DN113209_c0_g1	TRINITY_DN112831_c0_g1
TRINITY_DN113213_c0_g1	TRINITY_DN112832_c0_g1
TRINITY_DN113219_c0_g1	TRINITY_DN112837_c0_g1
TRINITY_DN113221_c0_g1	TRINITY_DN112844_c0_g1
TRINITY_DN113231_c0_g1	TRINITY_DN112845_c0_g1
TRINITY_DN113240_c0_g1	TRINITY_DN112852_c0_g1
TRINITY_DN113241_c0_g1	TRINITY_DN112853_c0_g1
TRINITY_DN113245_c0_g1	TRINITY_DN112857_c0_g1
TRINITY_DN113255_c0_g1	TRINITY_DN112875_c0_g1
TRINITY_DN113268_c0_g1	TRINITY_DN112876_c0_g1
TRINITY_DN113274_c0_g1	TRINITY_DN112884_c0_g1
TRINITY_DN113290_c0_g1	TRINITY_DN112886_c0_g1
TRINITY_DN113296_c0_g1	TRINITY_DN112889_c0_g1
TRINITY_DN113300_c0_g1	TRINITY_DN112897_c0_g1
TRINITY_DN113301_c0_g1	TRINITY_DN112919_c0_g1
TRINITY_DN113315_c0_g1	TRINITY_DN112921_c0_g1
TRINITY_DN113320_c0_g1	TRINITY_DN112925_c0_g1
TRINITY_DN113329_c0_g1	TRINITY_DN112927_c0_g1
TRINITY_DN113334_c0_g1	TRINITY_DN112928_c0_g1
TRINITY_DN113336_c0_g1	TRINITY_DN112930_c0_g1
TRINITY_DN113343_c0_g1	TRINITY_DN112931_c0_g1
TRINITY_DN113352_c0_g1	TRINITY_DN112935_c0_g1
TRINITY_DN113357_c0_g1	TRINITY_DN112937_c0_g1
TRINITY_DN113361_c0_g1	TRINITY_DN112956_c0_g1
TRINITY_DN113370_c0_g1	TRINITY_DN112958_c0_g1
TRINITY_DN113398_c0_g1	TRINITY_DN112965_c0_g1
TRINITY_DN113399_c0_g1	TRINITY_DN112966_c0_g1
TRINITY_DN113409_c0_g1	TRINITY_DN112984_c0_g1
TRINITY_DN113412_c0_g1	TRINITY_DN112987_c0_g1
TRINITY_DN113418_c0_g1	TRINITY_DN112989_c0_g1
TRINITY_DN113422_c0_g1	TRINITY_DN112990_c0_g1
TRINITY_DN113426_c0_g1	TRINITY_DN112991_c0_g1
TRINITY_DN113432_c0_g1	TRINITY_DN112997_c0_g1
TRINITY_DN113454_c0_g1	TRINITY_DN1129_c1_g1
TRINITY_DN113464_c0_g1	TRINITY_DN113005_c0_g1
TRINITY_DN113472_c0_g1	TRINITY_DN113007_c0_g1
TRINITY_DN113474_c0_g1	TRINITY_DN113015_c0_g1
TRINITY_DN113476_c0_g1	TRINITY_DN113021_c0_g1
TRINITY_DN113477_c0_g1	TRINITY_DN113023_c0_g1
TRINITY_DN113483_c0_g1	TRINITY_DN113032_c0_g1
TRINITY_DN113490_c0_g1	TRINITY_DN113034_c0_g1
TRINITY_DN113494_c0_g1	TRINITY_DN113037_c0_g1
TRINITY_DN113501_c0_g1	TRINITY_DN113048_c0_g1
